index,estimator,training score,validation score,scoring,features dropped
0,linear_model.LogisticRegression,0.8310670511722789,0.8175442748837244,accuracy,0
1,linear_model.LogisticRegression,0.8304193816917735,0.8175545123939619,accuracy,1
2,linear_model.LogisticRegression,0.8304193816917735,0.8175545123939619,accuracy,2
3,linear_model.LogisticRegression,0.8294472490734796,0.8175545123939619,accuracy,3
4,linear_model.LogisticRegression,0.829609376181132,0.818680638520088,accuracy,4
5,linear_model.LogisticRegression,0.829771293822939,0.818680638520088,accuracy,5
6,linear_model.LogisticRegression,0.8249120991658323,0.8175234241748004,accuracy,6
7,linear_model.LogisticRegression,0.825074016264278,0.8175234241748004,accuracy,7
8,linear_model.LogisticRegression,0.825074016264278,0.8175234241748004,accuracy,8
9,linear_model.LogisticRegression,0.8252359333627235,0.8175234241748004,accuracy,9
10,linear_model.LogisticRegression,0.8255591391620787,0.8175234241748004,accuracy,10
11,linear_model.LogisticRegression,0.8239397565383315,0.8163972980486742,accuracy,11
12,linear_model.LogisticRegression,0.8236157112455107,0.8164075355589117,accuracy,12
13,linear_model.LogisticRegression,0.8232918770486195,0.8152918347872475,accuracy,13
14,linear_model.LogisticRegression,0.8231301694160191,0.8152918347872475,accuracy,14
15,linear_model.LogisticRegression,0.8206995233998355,0.815240271547611,accuracy,15
16,linear_model.LogisticRegression,0.8210233581400881,0.8174925237998633,accuracy,16
17,linear_model.LogisticRegression,0.8153545769040305,0.8129264063897091,accuracy,17
18,linear_model.LogisticRegression,0.8145447803158727,0.811779805243108,accuracy,18
19,linear_model.LogisticRegression,0.8145454108868546,0.8095173154806182,accuracy,19
20,linear_model.LogisticRegression,0.8140590295638974,0.8095173154806182,accuracy,20
21,linear_model.LogisticRegression,0.8142207371964978,0.8095173154806182,accuracy,21
22,linear_model.LogisticRegression,0.813896902456245,0.8095173154806182,accuracy,22
23,linear_model.LogisticRegression,0.8101715475066711,0.807265063228366,accuracy,23
24,linear_model.LogisticRegression,0.8103334646051168,0.8084014268647297,accuracy,24
25,linear_model.LogisticRegression,0.8101721759042071,0.8095275529908558,accuracy,25
26,linear_model.LogisticRegression,0.8092008816926559,0.8072445882078909,accuracy,26
27,linear_model.LogisticRegression,0.8092008816926559,0.8083707143340171,accuracy,27
28,linear_model.LogisticRegression,0.8093632188095152,0.8095070779703808,accuracy,28
29,linear_model.LogisticRegression,0.8077423677514048,0.8072134999887294,accuracy,29
30,linear_model.LogisticRegression,0.8067698162014201,0.8072959636033031,accuracy,30
31,linear_model.LogisticRegression,0.8064455619861153,0.806149362456702,accuracy,31
32,linear_model.LogisticRegression,0.8122789882668611,0.8107050545123939,accuracy,32
33,linear_model.LogisticRegression,0.8130894148826393,0.8095789283862678,accuracy,33
34,linear_model.LogisticRegression,0.8150315816572435,0.8106739662932324,accuracy,34
35,linear_model.LogisticRegression,0.7862002473681331,0.7856834524265717,accuracy,35
36,linear_model.LogisticRegression,0.7862010868615988,0.7856936899368092,accuracy,36
37,linear_model.LogisticRegression,0.7816653058396082,0.781137622192668,accuracy,37
38,linear_model.LogisticRegression,0.7908973149175874,0.7890618308049502,accuracy,38
39,linear_model.LogisticRegression,0.7861983578286333,0.7856629774060967,accuracy,39
40,linear_model.LogisticRegression,0.7868468662592429,0.7867891035322228,accuracy,40
41,linear_model.LogisticRegression,0.7868468662592429,0.7867891035322228,accuracy,41
